"facultyName","subjectName","courseLetters","courseNumbers","courseTitle","courseSummary"
"Faculty of Arts","History","HIST","390","Imperial China from circa 600 to 1911","The institutional and social history of imperial China from the Tang to the Manchu Ch'ing dynasties."
"Faculty of Arts","History","HIST","391","History of Technology","History of technology from the beginning of the Industrial era to the modern day. HIST 115, HIST 294 or STS 200 are highly recommended but not required."
"Faculty of Arts","History","HIST","392","Ancient India- Diversity in History","Taking the case of ancient India, this course highlights how diversity can be explained in a multicultural society and how it defines the character of civilization on the sub-continent."
"Faculty of Arts","History","HIST","394","History of Astronomy and Cosmology from Stonehenge to the Space Age","An examination of the major themes in the history of astronomy and cosmology from the ancient world to the present day."
"Faculty of Arts","History","HIST","395","The Early British Empire","No description available for this course."
"Faculty of Arts","History","HIST","397","History of Science I","Introduction to the intellectual, institutional, and ideological development of science, from Aristotle to the 'Scientific Revolution'."
"Faculty of Arts","History","HIST","398","History of Science II","Introduction to the intellectual, institutional, and ideological development of science, from Newtonianism to the present day."
"Faculty of Arts","History","HIST","401","Topics in the History of the Habsburg Monarchy","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","403","Topics in Medieval European History","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","405","Fashion and Material Culture c. 1600-1900","The evolution and practice of fashion as a social, economic, political and cultural phenomenon from a cross-cultural perspective. Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","409","The Cultural and Intellectual History of the Enlightenment","Prerequisite: *3 in European HIST or consent of Department."
"Faculty of Arts","History","HIST","414","Topics in the History of Modern Germany","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","416","Topics in Eastern European History","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","419","Topics in Soviet History","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","420","Topics in the History of Early Modern Europe","Thematic studies in European cultural, religious, and social history emphasizing popular culture and religion. Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","421","Topics in the History of Europe","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","428","Topics in the History of Christianity","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","429","Topics in British History","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","442","Topics in Latin American History Since 1850","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","444","Topics in Transnational History","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","446","Themes and Issues in African History","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","450","Topics in American History","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","460","Topics in Canadian History","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","465","History of Edmonton","Themes in the history of Edmonton from the 19th century fur trade to the present day. Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","470","Topics in Canadian Social History","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","481","Topics in Chinese History","Prerequisite: *3 in Asian HIST or consent of Department."
"Faculty of Arts","History","HIST","486","Topics in the History of Technology","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","488","Topics in the History of Medicine","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","490","Topics in British Empire and Commonwealth History","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","493","War and Society in the Modern World","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","494","Topics in Comparative History","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","496","Topics in the History of Science","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","497","History of Women and Health","This seminar examines the multi-cultural history of women as health practitioners, patients, and health activists in North America. Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","498","Directed Study","Prerequisite: *3 in HIST at the 300-level or consent of Department."
"Faculty of Arts","History","HIST","500","Methodology and Historiography for Honors Students","No description available for this course."
"Faculty of Arts","History","HIST","500","Methodology and Historiography for Honors Students","No description available for this course."
"Faculty of Arts","History","HIST","501","Special Subject, Fourth Year Honors History","Preparation of the Honors essay, required in the fourth year of the Honors program."
"Faculty of Arts","History","HIST","501","Special Subject, Fourth Year Honors History","Preparation of the Honors essay, required in the fourth year of the Honors program."
"Faculty of Arts","History","HIST","602","Research Methods and Resources in History","No description available for this course."
"Faculty of Arts","History","HIST","603","History of Historical Writing","No description available for this course."
"Faculty of Arts","History","HIST","604","The Application of the Social Sciences to History","No description available for this course."
"Faculty of Arts","History","HIST","605","Topics in the Nature of Historical Controversy","No description available for this course."
"Faculty of Arts","History","HIST","609","Directed Study","This is a credit/fail course. Not open to students in the non-thesis program."
"Faculty of Arts","History","HIST","614","Topics in the History of Later Medieval and Early Modern Europe","A reading knowledge of at least one of the following languages is required: Latin, German, French, Dutch or Italian."
"Faculty of Arts","History","HIST","617","Fashion and Material Culture: Politics, Economies, Societies, c. 1600-1900","No description available for this course."
"Faculty of Arts","History","HIST","628","Topics in the History of Christianity","No description available for this course."
"Faculty of Arts","History","HIST","630","Problems in Imperial Russian History","No description available for this course."
"Faculty of Arts","History","HIST","631","Problems in 20th-Century Russian History","No description available for this course."
"Faculty of Arts","History","HIST","633","Problems in Modern East European History","No description available for this course."
"Faculty of Arts","History","HIST","641","The Rise of Consumer Society: Comparative Explorations of Culture, Society and Economy, c. 1500-1900","No description available for this course."
"Faculty of Arts","History","HIST","646","The British Empire and Commonwealth","No description available for this course."
"Faculty of Arts","History","HIST","655","Slavery and Anti-Slavery in the United States","No description available for this course."
"Faculty of Arts","History","HIST","660","Topics in Canadian History","No description available for this course."
"Faculty of Arts","History","HIST","664","Topics in Western Canadian History","No description available for this course."
"Faculty of Arts","History","HIST","665","History of Edmonton","Themes in the history of Edmonton from the 19th century fur trade to the present day."
"Faculty of Arts","History","HIST","685","Tradition and Modernity in China","No description available for this course."
"Faculty of Arts","History","HIST","692","Topics in Latin American History Since 1850","No description available for this course."
"Faculty of Arts","History","HIST","693","Topics in Military History","No description available for this course."
"Faculty of Arts","History","HIST","696","Topics in the History of the Sciences","No description available for this course."
"Faculty of Arts","History","HIST","697","Topics in the History of Technology","No description available for this course."
"Faculty of Arts","History","HIST","698","Topics in the History of Medicine","No description available for this course."
"Faculty of Arts","History","HIST","699","Research Seminar","No description available for this course."
"Faculty of Arts","History","HIST","800","Conference Course","Not open to graduate students in the Department of History."
"Faculty of Arts","History","HIST","800","Conference Course","Not open to graduate students in the Department of History."
"Faculty of Arts","History","HIST","850","Advanced Topics in Historical Study","Not open to graduate or honors students in the Department of History."
"Faculty of Arts","History","HIST","900","Directed Research Project","No description available for this course."
"Faculty of Arts","History","HIST","900","Directed Research Project","No description available for this course."
"Faculty of Arts","History","HIST","900","Directed Research Project","No description available for this course."
"Faculty of Arts","Humanities Computing","HUCO","500","Survey of Humanities Computing","No description available for this course."
"Faculty of Arts","Humanities Computing","HUCO","510","Theoretical Issues in Humanities Computing","Relationship of computing methods to humanities research from several theoretical perspectives."
"Faculty of Arts","Humanities Computing","HUCO","520","Technical Concepts and Approaches in Humanities Computing","No description available for this course."
"Faculty of Arts","Humanities Computing","HUCO","530","Project Design and Management in Humanities Computing","Design, implementation, management and maintenance of Humanities Computing research projects."
"Faculty of Arts","Humanities Computing","HUCO","613","Cyberspace and Networked Culture","No description available for this course."
"Faculty of Arts","Humanities Computing","HUCO","617","Topics in Humanities Computing","No description available for this course."
"Faculty of Arts","Humanities Computing","HUCO","618","Directed Reading in Humanities Computing","No description available for this course."
"Faculty of Arts","Hungarian","HUNG","111","Beginners' Hungarian I","Essentials of grammar, reading and writing with special emphasis on oral skills. Designed to give basic working knowledge of everyday spoken and written Hungarian. Note: not to be taken by students with native or near native proficiency, or Hungarian 35 or its equivalents in Canada and other countries."
"Faculty of Arts","Hungarian","HUNG","112","Beginners' Hungarian II","Prerequisite: HUNG 111 or consent of Department. Note: not to be taken by students with native or near native proficiency, or Hungarian 35 or its equivalents in Canada and other countries."
"Faculty of Arts","Hungarian","HUNG","211","Intermediate Hungarian I","Advanced grammar and phonetics. Further development of both oral and writing skills as well as acquisition of understanding of certain sociocultural, historical and political spheres of Hungary. Prerequisite: HUNG 112 or Hungarian 35."
"Faculty of Arts","Hungarian","HUNG","212","Intermediate Hungarian II","Prerequisite: HUNG 211 or Hungarian 35."
"Faculty of Arts","Hungarian","HUNG","303","Advanced Hungarian I","Development of conversational and written competence in advanced Hungarian grammar and style on various topics related to the Hungarian language and culture. Prerequisite: HUNG 212 or consent of department."
"Faculty of Arts","Hungarian","HUNG","304","Advanced Hungarian II","Continuation of HUNG 303 with particular emphasis on Hungarian culture. Prerequisite: HUNG 303 or consent of department."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","125","Topics in Interdisciplinary Studies","Offered by various departments depending upon the content of the course in a given year. [Faculty of Arts, Office of Interdisciplinary Studies]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","130","Communication Skills","Focuses on the skills needed to communicate effectively in academic settings through a variety of readings, exercises, tasks and workshops. Students in this course will work to develop writing, speaking, listening, and reading skills in the context of academia-specific topics. Note: Restricted to students in the Fresh Start Program who have been recommended by the Director of Fresh Start."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","200","Topics in Interdisciplinary Studies","Offered by various departments depending upon the content of the course in a given year. [Faculty of Science]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","225","Topics in Interdisciplinary Studies","May require payment of additional student instructional support fees. Refer to the Fees Payment Guide in the University Regulations and Information for Students section of the Calendar. Offered by various departments depending upon the content of the course in a given year. [Faculty of Arts, Office of Interdisciplinary Studies]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","225","Topics in Interdisciplinary Studies","May require payment of additional student instructional support fees. Refer to the Fees Payment Guide in the University Regulations and Information for Students section of the Calendar. Offered by various departments depending upon the content of the course in a given year. [Faculty of Arts, Office of Interdisciplinary Studies]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","240","Scientific and Human Aspects of Global Issues","A dynamic introduction to interdisciplinary study and to the range of challenges facing society today. Insights of different disciplines in the Faculties of Arts and Science will be brought to bear by instructors in understanding and exploring several core problems and case studies of broad societal significance. The course will incorporate seminar-style discussion, collaborative work, and engaged learning projects. Prerequisite: At least *18 at the 100 level in the Faculty of Arts and/or the Faculty of Science. (This course is jointly offered by the Faculty of Arts and the Faculty of Science). [Faculty of Science]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","241","Studies in Leadership","An overview of leadership models, focusing on the scientific study of leadership, evidence-based approaches to leadership development and practice, as well as followership perspectives. Prerequisite: INT D 240. (This course is jointly offered by the Faculty of Arts and the Faculty of Science.) [Faculty of Arts]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","280","The Mountain World: Introduction to Interdisciplinary Mountain Studies","An interdisciplinary study of the physical and human dimensions of mountain environments. Content includes the physical (glaciers, climate, geology, etc.), biological (flora, fauna, ecology, etc.), physiological (human bodies at altitude, performance, sport, etc.), and cultural (societies, literature's, histories, etc.) dimensions of these unique regions, as well as a critical analysis of the processes of change and influence shaping local and regional mountain environments around the globe, past and present. (Offered jointly by the Faculty of Kinesiology, Sport, and Recreation and the Faculty of Science) [Kinesiology, Sport, and Recreation]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","282","Introduction to Mountain Backcountry Field Skills, Canadian Rockies/Columbias","Held in a remote backcountry setting at the Alpine Club of Canada's annual summer mountaineering camp, this field course is an introduction to theoretical, technical, and personal leadership skills used in basic mountain backcountry field operations for scientific research, outdoor recreation, tourism, and/or educational purposes. Students are responsible for their own personal gear (equipment is available to rent through MEC and the UofA Student Outdoors Club). Requires payment of additional student instructional support fees. Refer to the Fees Payment Guide in the University Regulations and Information for Students section of the Calendar. Prerequisite: Consent from the Faculty of Kinesiology, Sport, and Recreation. Note: Credit will be granted for only one of PAC 184 or INT D 282"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","301","Foundations of Leadership","An introduction to the scholarly literature on the theory and practice of leadership. The course content will draw from a broad range of disciplines, primarily in the humanities and social sciences. The course material will be delivered on-line. Requires participation in both on-line discussion groups and on-campus seminars. Only open to year one students in the Certificate in Interdisciplinary Leadership Studies offered by the School of Business in collaboration with the Peter Lougheed Leadership College. [Faculty of Arts]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","301","Foundations of Leadership","An introduction to the scholarly literature on the theory and practice of leadership. The course content will draw from a broad range of disciplines, primarily in the humanities and social sciences. The course material will be delivered on-line. Requires participation in both on-line discussion groups and on-campus seminars. Only open to year one students in the Certificate in Interdisciplinary Leadership Studies offered by the School of Business in collaboration with the Peter Lougheed Leadership College. [Faculty of Arts]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","303","Economics of World Food and Agriculture","Economic issues in international agriculture including the world food problem; the role of agriculture in development; agricultural and food trade; biotechnology and associated environmental and globalization issues. Prerequisite: ECON 101 or 102 or consent of Department. Credit will only be given for one of INT D 303, AREC 475 and AG EC 475. (Offered jointly by the Departments of Economics and Resource Economics and Environmental Sociology). [Rural Economy]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","306","Topics in Leadership","This course will address contemporary leadership challenges and successes. Local, national and international leaders with a wide range of expertise in academia, business, government, and volunteer, cultural and non-profit communities will speak and interact with students, providing a range of perspectives and experiences on leadership. Only open to year one students in the Certificate in Interdisciplinary Leadership Studies offered by the School of Business in collaboration with the Peter Lougheed Leadership College. [Faculty of Agricultural, Life and Environmental Sciences]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","306","Topics in Leadership","This course will address contemporary leadership challenges and successes. Local, national and international leaders with a wide range of expertise in academia, business, government, and volunteer, cultural and non-profit communities will speak and interact with students, providing a range of perspectives and experiences on leadership. Only open to year one students in the Certificate in Interdisciplinary Leadership Studies offered by the School of Business in collaboration with the Peter Lougheed Leadership College. [Faculty of Agricultural, Life and Environmental Sciences]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","311","Language Policy and Planning for Indigenous Language Communities","Language use and attitudes about language within the socio-cultural context of Canadian Indigenous communities. Addresses issues surrounding the health and survivability of Indigenous languages in different types of family, community, and school contexts. Special attention given to Indigenous language advocacy at the family, band, national, and international levels. Training in effective grant-writing techniques included. Restricted to CILLDI program students. (Offered jointly by the following faculties: Arts; Education; and Native Studies.) Prerequisite: LING 101 or LING 111. [Linguistics]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","318","Technologies for Endangered Language Documentation","Provides Canadian Indigenous language speakers with the technical skills needed to digitally archive their languages in a database or on the web with text, sound, images, and video. These digital resources can be incorporated into interactive multimedia resources for access by community-based learners and second-language teachers. Restricted to CILLDI program students. (Offered jointly by the following faculties: Arts; Education; and Native Studies.) Prerequisite: LING 101 or LING 111. Note: Not to be taken by students with credit in LING 399 (Techniques for Endangered Language Documentation) or NS 380 (Technologies for Endangered Language Documentation). [Linguistics]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","325","Topics in Interdisciplinary Studies","Offered by various departments depending upon the content of the course in a given year. Sections may be offered in a Cost Recovery format at an increased rate of fee assessment; refer to the Fees Payment Guide in the University Regulations and Information for Students section of the Calendar. [Faculty of Arts, Office of Interdisciplinary Studies]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","340","Regional Plannng","The key issues and challenges of regional planning such as how regional planning will be examined including: historical development of regionalism in Canada and Alberta, how regionalism has helped and hindered the development of communities, nationally, provincially, locally. Students will gain experience in reviewing and critiquing concepts and theories that are characteristic of regionalism. Sections may be offered in a Cost Recovery format at an increased rate of fee assessment; refer to the Fees Payment Guide in the University Regulations and Information for Students. Open to students in the Undergraduate Program in Planning or Consent of the Instructor."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","345","Rural Environments","The characteristics of rural environments that relate to current planning challenges and land use pressures will be examined. Topics such as: changing agricultural practices, rural health issues, planning for rural sustainability and the role of legislation at provincial, regional and intermunicipal levels will be discussed. Many case examples will be used throughout the course. Sections may be offered in a Cost Recovery format at an increased rate of fee assessment; refer to the Fees Payment Guide in the University Regulations and Information for Students. Open to students in the Undergraduate Program in Planning or consent of the Instructor."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","350","Game Design Principles and Practice","Team-based exploration of the formal elements of games including tabletop games, sports, live-action games, and computer games. Prerequisite: CMPUT 250 or consent of the Program. [Faculty of Arts, Office of Interdisciplinary Studies]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","375","Intercultural Exploration of Health and Practice in Italy","This course provides a cross-cultural interprofessional learning experience that explores the impact of differences in diet, lifestyle, and food security on patient health and practice. The students also develop an understanding of how education and citizenship influence professional identity and practice. The interdisciplinary course is taught in Italy. Available to Faculty of Nursing students who have completed the second year or third year of the Collaborative nursing program with a minimum GPA of 2.5 in the Fall term of their second or third year; and Faculty of Pharmacy students who have completed the third year of the Pharmacy program with a minimum GPA of 2.5 in the Fall term of their third year. Prerequisite: Department consent. Sections offered in a Cost Recovery format at an increased rate of fee assessment; refer to the Fees Payment Guide in the University Regulations and Information for Students. (Offered jointly by the Faculty of Nursing and the Faculty of Pharmacy and Pharmaceutical Sciences.)"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","400","Science Internship Capstone","Required by all students who have just completed the on-site work experience portion of the Science Internship Program. Must be completed during the first fall or winter academic term following return to full-time studies. The course focuses on professional development, including skills in written and verbal communication and the ability to make contributions in a team environment. Students will be assigned both individual and team-based projects. Grades will be determined by performance on written assignments and oral presentations given in class. Taught in conjunction with INT D 401. This class may not be taken for credit if credit has already been obtained in a Science Internship Practicum course. Prerequisites: WKEXP 956 or WKEXP 932. [Faculty of Science]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","401","Internship Capstone","For Arts students who have just completed the on-site work experience portion in identified discipline-specific internship programs in the Faculty of Arts (see associated Department Calendar entries for details). Must be completed during the first fall or winter academic term following return to full-time studies. The course focuses on professional development, including skills in written and verbal communication and the ability to make contributions in a team environment. Students will be assigned both individual and team-based projects. Grades will be determined by performance on written assignments and oral presentations given in class. Taught in conjunction with INT D 400. This class may not be taken for credit if credit has already been obtained in HGP 401 or PSYCO 411. Prerequisites: WKEXP 962 or WKEXP 802. [Faculty of Arts]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","404","Global Citizenship: Contemporary Issues and Perspectives","This course aims to provide students the opportunity to engage with current literature and experts, and to extend their own research skills as they strive to understand how global citizenship might frame the roles of individuals and communities with which they will interact in increasingly diverse social, economic, and political contexts that are not restricted by geographical or social boundaries. This course will examine select theories and case studies that focus on the constructions of global citizenship, and how citizenship is (has been) lived, denied, recreated and/or re-imagined. [Educational Policy Studies]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","406","Capstone Course in Leadership","Investigation of the nature and use of evidence and models of scientific inquiry as they apply to theory and research in leadership. Students will work in groups with mentors to conduct an interdisciplinary capstone leadership project that addresses a significant global challenge. Only open to year two students in the Certificate in Interdisciplinary Leadership Studies offered by the School of Business in collaboration with the Peter Lougheed Leadership College. [Faculty of Science]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","406","Capstone Course in Leadership","Investigation of the nature and use of evidence and models of scientific inquiry as they apply to theory and research in leadership. Students will work in groups with mentors to conduct an interdisciplinary capstone leadership project that addresses a significant global challenge. Only open to year two students in the Certificate in Interdisciplinary Leadership Studies offered by the School of Business in collaboration with the Peter Lougheed Leadership College. [Faculty of Science]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","407","Workshop in Leadership","Students will read articles, cases, and textbook chapters, and view selected videos before class, then in class will engage with the instructor, guests, and each other to develop an understanding of the skills that leaders need and to practice those skills. Skills will be developed in understanding and influencing others, strategy, leading creative teams, and leader communications including crises, symbolic and ceremonial speech, and the media. Only open to year two students in the Certificate in Interdisciplinary Leadership Studies offered by the School of Business in collaboration with the Peter Lougheed Leadership College. [Faculty of Business]."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","407","Workshop in Leadership","Students will read articles, cases, and textbook chapters, and view selected videos before class, then in class will engage with the instructor, guests, and each other to develop an understanding of the skills that leaders need and to practice those skills. Skills will be developed in understanding and influencing others, strategy, leading creative teams, and leader communications including crises, symbolic and ceremonial speech, and the media. Only open to year two students in the Certificate in Interdisciplinary Leadership Studies offered by the School of Business in collaboration with the Peter Lougheed Leadership College. [Faculty of Business]."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","410","Interprofessional Health Team Development","A course intended to provide knowledge, skills and experience in interprofessional (IP) health care competencies. (Offered jointly by the following faculties: Agricultural, Life and Environmental Sciences; Medicine and Dentistry; Nursing; Pharmacy and Pharmaceutical Sciences; Physical Education and Recreation; and Rehabilitation Medicine.) (Priority will be given to students in health professions where this is a required course.) [Health Sciences Council]."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","410","Interprofessional Health Team Development","A course intended to provide knowledge, skills and experience in interprofessional (IP) health care competencies. (Offered jointly by the following faculties: Agricultural, Life and Environmental Sciences; Medicine and Dentistry; Nursing; Pharmacy and Pharmaceutical Sciences; Physical Education and Recreation; and Rehabilitation Medicine.) (Priority will be given to students in health professions where this is a required course.) [Health Sciences Council]."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","410","Interprofessional Health Team Development","A course intended to provide knowledge, skills and experience in interprofessional (IP) health care competencies. (Offered jointly by the following faculties: Agricultural, Life and Environmental Sciences; Medicine and Dentistry; Nursing; Pharmacy and Pharmaceutical Sciences; Physical Education and Recreation; and Rehabilitation Medicine.) (Priority will be given to students in health professions where this is a required course.) [Health Sciences Council]."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","411","Advanced Interprofessional Team Practice","The course is a unique opportunity for students to gain practical, immersive interprofessional (IP) experience in a clinical setting. Health science students will enhance their IP skills and knowledge by building on the IP competencies introduced in INT D 410: interprofessional communication, interprofessional collaboration, role clarification and reflection. (Offered jointly by the following faculties: Agricultural, Life and Environmental Sciences; Medicine and Dentistry; Nursing; Pharmacy and Pharmaceutical Sciences; Physical Education and Recreation; and Rehabilitation Medicine.) Prerequisite: INT D 410. [Health Sciences Council]."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","425","Topics in Interdisciplinary Studies","Offered by various departments depending upon the content of the course in a given year. [Faculty of Arts, Office of Interdisciplinary Studies]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","439","Ukrainian Dance","A theoretical and experiential investigation of the forms and history of Ukrainian dance. Course content is focused on the relationships of this dance to Ukrainian as well as Canadian culture, with consideration to its artistic and educational aspects. Offered jointly by the Faculty of Physical Education and Recreation and the Department of Modern Languages and Cultural Studies. [Department of Modern Languages and Cultural Studies] May be taken as a Faculty of Arts course or as a Faculty of Physical Education and Recreation course."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","441","Individual Leadership Practicum in Arts and Science","Mentored and peer-mentored individual leadership practicum. In this course students will choose a personal leadership opportunity that involves curricular, extra-curricular, or off-campus leadership. Students will meet once a week in a guided seminar format. Prerequisite: INT D 241. (This course is jointly offered by the Faculty of Arts and the Faculty of Science.) [Faculty of Arts]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","450","Computers and Games","Team-based development of a complete game to be released on any computing platform. Prerequisite: CMPUT 250. [Faculty of Arts, Office of Interdisciplinary Studies]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","457","Global Health - China Collaboration","This is an inter-professional course with an international and intercultural component co-taught with faculty from Fudan University, and taught at Fudan University in Shanghai, China. Health science students from the University of Alberta and partner Canadian Universities and students from Fudan University will study the similarities and differences in health care delivery, the cultural approaches to health, and roles in global health in Canada and China. The course combines didactic presentations, small group work, student presentations, visits to health agencies in Shanghai and a hospital placement. Please contact the Faculty of Pharmacy and Pharmaceutical Sciences for additional information. Prerequisite: Consent of Instructor. Sections offered in a Cost Recovery format at an increased rate of fee assessment; refer to the Fees Payment Guide in the University Regulations and Information for Students. (Offered jointly by the following faculties: Faculty of Pharmacy and Pharmaceutical Sciences, Faculty of Medicine and Dentistry.)"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","500","An Introduction to Community-Based Participatory Research","An introduction to conceptual and methodological foundations of community-based participatory research in the health and social sciences."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","520","Combined Honors Essay","For students in Combined Honors programs. Permission of both Departments is required. Registration in this class may require attendance and participation in specific program seminars. Consult your program advisors. [Faculty of Arts, Undergraduate Student Services]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","520","Combined Honors Essay","For students in Combined Honors programs. Permission of both Departments is required. Registration in this class may require attendance and participation in specific program seminars. Consult your program advisors. [Faculty of Arts, Undergraduate Student Services]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","525","Commensal Bacteria and Gastrointestinal Health","Integrated exploration of concepts and research methods pertaining to gastrointestinal physiology, gastrointestinal disorders, and the role of the commensal microbiota in health and disease of humans and animals. Tools to modify the function of the intestinal microflora for prevention or treatment of disease by administration of probiotic bacteria or by administration of prebiotics. Offered in odd-numbered years. Prerequisites: (*3 Microbiology or *3 Immunology) and consent of instructor. Offered jointly by the Departments of Agricultural, Food and Nutritional Science and Medicine. [Agricultural, Food and Nutritional Science]."
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","530","Topics in Interdisciplinary Studies","Faculty of Arts, Office of Interdisciplinary Studies"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","570","Healthcare Ethics","An interdisciplinary course exploring selected topics in bioethics. Includes examination of ethical theories and principles within the context of clinical practice (nursing, medicine, rehabilitation medicine, dentistry, pharmacy) and learning experiences to improve moral reasoning and ethical decision making. Prerequisite: consent of Instructors. [Faculty of Nursing, Faculty of Medicine and Dentistry, John Dossetor Health Ethics Centre]"
"Faculty of Arts","Interdisciplinary Undergraduate & Graduate Courses","INT D","577","Spiritual Assessment in the Promotion of Health","As an element of whole person health assessment, ""spiritual assessment"" is of interest to a broad spectrum of health as well as ministry professionals. Emphasis is placed on consideration of theories and skills needed for the practice of spiritual assessment. The course provides a context for interdisciplinary reflection on understandings of the human person, health, health promotion, spirituality, spiritual needs, and spiritual care. Students are invited to explore their own spirituality and various approaches to assessing the spiritual based on a variety of definitions and understandings of spirituality. Specific models and tools for spiritual assessment will be considered, two will be looked at in depth, and students will have opportunities to bring theory as well as experience together in both group and individual exercises of spiritual assessment rooted in their ministry/health practice."
